market_id,question,event_title,volume,created_at,end_date
570838,Will Bitcoin reach $200K in August?,What price will Bitcoin hit in August?,3099334.463846,2025-08-01 13:06:41.000000 UTC,2025-09-01 04:00:00.000000 UTC
524430,"Bitcoin above $99,000 on February 28?","Bitcoin above $99,000 on February 28?",3092734.605633,2025-02-21 15:23:14.000000 UTC,2025-02-28 12:00:00.000000 UTC
562870,Will Bitcoin dip below $100k before 2026?,Will Bitcoin dip below $100k before 2026?,3077937.059422,2025-07-12 11:34:13.000000 UTC,2026-04-16 00:21:36.000000 UTC
1303392,"Will Bitcoin dip to $70,000 in February?",What price will Bitcoin hit in February?,3028856.657899,2026-01-31 02:13:39.000000 UTC,2026-03-01 05:00:00.000000 UTC
514372,"Will Bitcoin reach $85,000 in December?",What price will Bitcoin hit in December?,3023174.318195,2024-12-02 16:21:04.000000 UTC,2024-12-31 12:00:00.000000 UTC
516350,Will Bitcoin hit $90k or $100k first?,Will Bitcoin hit $90k or $100k first?,3003726.408671,2024-12-23 19:59:26.000000 UTC,2025-01-31 12:00:00.000000 UTC
548619,Will Bitcoin dip to $95K in June?,What price will Bitcoin hit in June?,2978382.45818,2025-05-30 20:19:49.000000 UTC,2025-06-30 00:00:00.000000 UTC
1303407,"Will Bitcoin dip to $40,000 in February?",What price will Bitcoin hit in February?,2957659.741528,2026-01-31 02:13:42.000000 UTC,2026-03-01 05:00:00.000000 UTC
570842,Will Bitcoin reach $125K in August?,What price will Bitcoin hit in August?,2930965.16536,2025-08-01 13:06:43.000000 UTC,2025-09-01 04:00:00.000000 UTC
529560,"Bitcoin above $84,000 on March 28?","Bitcoin above $84,000 on March 28?",2927270.79579,2025-03-21 14:44:50.000000 UTC,2025-03-28 12:00:00.000000 UTC
528099,"Bitcoin above $83,000 on March 21?","Bitcoin above $83,000 on March 21?",2923229.982481,2025-03-14 14:25:30.000000 UTC,2025-03-21 12:00:00.000000 UTC
526657,"Will Bitcoin reach $95,000 again by March 31?",What price will Bitcoin hit by March 31?,2897893.675742,2025-03-03 19:53:53.000000 UTC,2025-03-31 12:00:00.000000 UTC
1473048,"Will Bitcoin reach $105,000 in March?",What price will Bitcoin hit in March?,2895945.3951980043,2026-03-01 05:11:05.000000 UTC,2026-04-01 04:00:00.000000 UTC
532806,Will Bitcoin reach $110k in April?,What price will Bitcoin hit in April?,2892790.583535,2025-03-31 19:50:29.000000 UTC,2025-04-30 12:00:00.000000 UTC
516455,Bitcoin all time high by January 31?,Bitcoin all time high by January 31?,2884786.559789,2024-12-26 16:21:28.000000 UTC,2025-01-31 12:00:00.000000 UTC
659234,"Will Bitcoin reach $150,000 in November?",What price will Bitcoin hit in November?,2803160.409453,2025-11-01 01:10:01.000000 UTC,2025-12-01 05:00:00.000000 UTC
1823780,"Will Bitcoin dip to $60,000 in April?",What price will Bitcoin hit in April?,2790532.4182680086,2026-04-02 03:41:03.000000 UTC,2026-05-01 04:00:00.000000 UTC
503707,Will Trump announce strategic Bitcoin reserve?,Will Trump announce strategic Bitcoin reserve?,2789316.204785,2024-07-18 16:37:36.000000 UTC,2024-07-31 12:00:00.000000 UTC
562634,"Bitcoin above $118,000 on July 18?","Bitcoin above $118,000 on July 18?",2776079.621126,2025-07-11 11:14:01.000000 UTC,2025-07-18 16:00:00.000000 UTC
1144471,Will Satoshi move any Bitcoin in 2026?,Will Satoshi move any Bitcoin in 2026?,2774009.1960629928,2026-01-09 18:03:52.000000 UTC,2027-01-01 05:00:00.000000 UTC
516185,Will Bitcoin hit $100k by Sunday?,Will Bitcoin hit $100k by Sunday?,2759508.709921,2024-12-20 22:12:09.000000 UTC,2024-12-22 12:00:00.000000 UTC
659249,"Will Bitcoin dip to $75,000 in November?",What price will Bitcoin hit in November?,2748161.643897,2025-11-01 01:10:08.000000 UTC,2025-12-01 05:00:00.000000 UTC
692250,"MicroStrategy sells any Bitcoin by March 31, 2026?",MicroStrategy sells any Bitcoin by ___ ?,2710379.6263180017,2025-11-19 22:49:38.000000 UTC,2026-04-16 00:26:29.000000 UTC
1473080,"Will Bitcoin dip to $45,000 in March?",What price will Bitcoin hit in March?,2698311.2193970084,2026-03-01 05:11:16.000000 UTC,2026-04-01 04:00:00.000000 UTC
527168,"Bitcoin above $89,000 on March 14?","Bitcoin above $89,000 on March 14?",2671553.412483,2025-03-07 16:24:18.000000 UTC,2025-03-14 12:00:00.000000 UTC
659246,"Will Bitcoin dip to $90,000 in November?",What price will Bitcoin hit in November?,2661306.010895,2025-11-01 01:10:06.000000 UTC,2025-12-01 05:00:00.000000 UTC
701501,"Will Bitcoin dip to $55,000 by December 31, 2026?",What price will Bitcoin hit in 2026?,2654066.1131970012,2025-11-24 18:55:15.000000 UTC,2027-01-01 05:00:00.000000 UTC
517080,"Will Bitcoin reach $130,000 by January 31, 2025?",What price will Bitcoin hit in January?,2651848.858303,2025-01-02 16:48:01.000000 UTC,2025-01-31 12:00:00.000000 UTC
622910,"Will Bitcoin reach $138,000 October 6-12?",What price will Bitcoin hit October 6-12?,2634614.776554,2025-10-06 04:00:00.000000 UTC,2025-10-13 04:00:00.000000 UTC
1303369,"Will Bitcoin reach $110,000 in February?",What price will Bitcoin hit in February?,2620430.95836,2026-01-31 02:13:36.000000 UTC,2026-03-01 05:00:00.000000 UTC
570839,Will Bitcoin reach $150K in August?,What price will Bitcoin hit in August?,2607781.581369,2025-08-01 13:06:42.000000 UTC,2025-09-01 04:00:00.000000 UTC
527173,Will the price of Bitcoin be less than $83000 on Mar 14?,Bitcoin price on March 14?,2606508.4138,2025-03-07 16:34:40.000000 UTC,2025-03-14 12:00:00.000000 UTC
531914,"Bitcoin above $86,000 on April 4?","Bitcoin above $86,000 on April 4?",2590625.83283,2025-03-28 14:17:08.000000 UTC,2025-04-04 12:00:00.000000 UTC
546854,Bitcoin Up or Down on May 27?,Bitcoin Up or Down on May 27?,2565466.92003,2025-05-23 08:25:52.000000 UTC,2025-05-27 12:00:00.000000 UTC
584896,Will Bitcoin reach $110K in September?,What price will Bitcoin hit in September?,2564850.613387,2025-09-01 09:40:15.000000 UTC,2025-10-01 04:00:00.000000 UTC
534182,Will the price of Bitcoin be between $80000 and $82000 on Apr 11?,Bitcoin price on April 11?,2560833.40867,2025-04-04 17:20:34.000000 UTC,2025-04-11 12:00:00.000000 UTC
521155,"Will Bitcoin reach $200,000 by February 28, 2025?",What price will Bitcoin hit in February?,2552262.512604,2025-01-31 16:51:38.000000 UTC,2025-02-28 12:00:00.000000 UTC
554506,"Bitcoin above $103,000 on June 27?","Bitcoin above $103,000 on June 27?",2545477.958871,2025-06-20 19:22:12.000000 UTC,2025-06-27 16:00:00.000000 UTC
512773,Will Bitcoin hit $100k by Friday?,Will Bitcoin hit $100k by Friday?,2532055.570709,2024-11-11 21:35:41.000000 UTC,2024-11-15 12:00:00.000000 UTC
534173,"Bitcoin above $84,000 on April 11?","Bitcoin above $84,000 on April 11?",2512990.485525,2025-04-04 17:07:32.000000 UTC,2025-04-11 12:00:00.000000 UTC
659240,"Will Bitcoin reach $120,000 in November?",What price will Bitcoin hit in November?,2501166.304338,2025-11-01 01:10:03.000000 UTC,2025-12-01 05:00:00.000000 UTC
557763,Will Bitcoin reach $120K in July?,What price will Bitcoin hit in July?,2488473.067375,2025-06-30 13:24:04.000000 UTC,2025-08-01 04:00:00.000000 UTC
521156,"Will Bitcoin reach $150,000 by February 28, 2025?",What price will Bitcoin hit in February?,2466487.9657,2025-01-31 16:51:38.000000 UTC,2025-02-28 12:00:00.000000 UTC
659245,"Will Bitcoin dip to $95,000 in November?",What price will Bitcoin hit in November?,2463285.843906,2025-11-01 01:10:05.000000 UTC,2025-12-01 05:00:00.000000 UTC
557759,Will MicroStrategy purchase Bitcoin July 1-7?,Will MicroStrategy purchase Bitcoin July 1-7?,2461790.069924,2025-06-30 12:47:58.000000 UTC,2025-07-07 00:00:00.000000 UTC
554514,Will the price of Bitcoin be greater than $106K on June 27?,Bitcoin price on June 27?,2442605.062415,2025-06-20 19:47:42.000000 UTC,2025-06-27 16:00:00.000000 UTC
800505,"Will Bitcoin reach $115,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,2436907.206456,2025-12-02 19:55:33.000000 UTC,2026-01-01 05:00:00.000000 UTC
584892,Will Bitcoin reach $120K in September?,What price will Bitcoin hit in September?,2424137.255633,2025-09-01 09:40:13.000000 UTC,2025-10-01 04:00:00.000000 UTC
540863,Will the price of Bitcoin be greater than $103000 on May 9?,Bitcoin price on May 9?,2411533.674189,2025-05-02 16:32:44.000000 UTC,2025-05-09 12:00:00.000000 UTC
570847,Will Bitcoin dip to $110K in August?,What price will Bitcoin hit in August?,2407006.171424,2025-08-01 13:06:46.000000 UTC,2025-09-01 04:00:00.000000 UTC
557766,Will Bitcoin dip to $100K in July?,What price will Bitcoin hit in July?,2366320.44463,2025-06-30 13:24:06.000000 UTC,2025-08-01 04:00:00.000000 UTC
526180,"Will Bitcoin dip to $60,000 by March 31?",What price will Bitcoin hit by March 31?,2348716.073002,2025-02-28 18:21:42.000000 UTC,2025-03-31 12:00:00.000000 UTC
539594,Will the price of Bitcoin be greater than $98000 on May 2?,Bitcoin price on May 2?,2315240.409828,2025-04-25 15:15:24.000000 UTC,2025-05-02 12:00:00.000000 UTC
515554,"Will Bitcoin dip to $80,000 by March 31?",What price will Bitcoin hit by March 31?,2309073.413429,2024-12-13 17:15:35.000000 UTC,2025-03-31 12:00:00.000000 UTC
512963,"Will Bitcoin reach $110,000 in November?",What price will Bitcoin hit in November?,2304946.816699,2024-11-13 17:13:15.000000 UTC,2024-11-30 12:00:00.000000 UTC
570848,Will Bitcoin dip to $105K in August?,What price will Bitcoin hit in August?,2302368.582161,2025-08-01 13:06:46.000000 UTC,2025-09-01 04:00:00.000000 UTC
1285823,"Will the price of Bitcoin be above $90,000 on February 4?",Bitcoin above ___ on February 4?,2289816.772075,2026-01-28 17:00:13.000000 UTC,2026-02-04 17:00:00.000000 UTC
532803,Will Bitcoin reach $200k in April?,What price will Bitcoin hit in April?,2288816.818565,2025-03-31 19:50:27.000000 UTC,2025-04-30 12:00:00.000000 UTC
555311,Will the price of Bitcoin be between $106K and $108K on July 1?,Bitcoin price on July 1?,2262269.461544,2025-06-24 13:49:41.000000 UTC,2025-07-01 16:00:00.000000 UTC
503479,Will China unban Bitcoin in 2024?,Will China unban Bitcoin in 2024?,2255376.247623,2024-07-15 15:17:21.000000 UTC,2024-12-31 12:00:00.000000 UTC
526658,"Will Bitcoin reach $100,000 again by March 31?",What price will Bitcoin hit by March 31?,2253485.55128,2025-03-03 19:54:38.000000 UTC,2025-03-31 12:00:00.000000 UTC
1082785,"Will Bitcoin reach $95,000 in January?",What price will Bitcoin hit in January?,2243197.978554,2026-01-01 19:17:49.000000 UTC,2026-02-01 05:00:00.000000 UTC
1823782,"Will Bitcoin dip to $50,000 in April?",What price will Bitcoin hit in April?,2221591.27918301,2026-04-02 03:41:05.000000 UTC,2026-05-01 04:00:00.000000 UTC
701502,"Will Bitcoin dip to $45,000 by December 31, 2026?",What price will Bitcoin hit in 2026?,2200115.935269,2025-11-24 18:55:15.000000 UTC,2027-01-01 05:00:00.000000 UTC
550277,"Bitcoin above $103,000 on June 13?","Bitcoin above $103,000 on June 13?",2186026.758218,2025-06-06 09:52:23.000000 UTC,2025-06-13 16:00:00.000000 UTC
517078,"Will Bitcoin reach $150,000 by January 31, 2025?",What price will Bitcoin hit in January?,2173412.308642,2025-01-02 16:47:21.000000 UTC,2025-01-31 12:00:00.000000 UTC
532809,Will Bitcoin reach $90k in April?,What price will Bitcoin hit in April?,2170257.72535,2025-03-31 19:50:31.000000 UTC,2025-04-30 12:00:00.000000 UTC
619977,"Will Bitcoin dip to $90,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,2161434.090726,2025-10-02 16:01:24.000000 UTC,2026-01-01 05:00:00.000000 UTC
519348,Bitcoin all time high by January 31?,Bitcoin all time high by January 31?,2160980.972722,2025-01-21 18:23:34.000000 UTC,2025-01-31 12:00:00.000000 UTC
570840,Will Bitcoin reach $135K in August?,What price will Bitcoin hit in August?,2151999.551754,2025-08-01 13:06:42.000000 UTC,2025-09-01 04:00:00.000000 UTC
508609,"Will Bitcoin reach $70,000 in October? ",What price will Bitcoin hit in October?,2150454.018475,2024-10-01 20:19:39.000000 UTC,2024-10-31 12:00:00.000000 UTC
534184,Will the price of Bitcoin be less than $78000 on Apr 11?,Bitcoin price on April 11?,2147414.933341,2025-04-04 17:20:35.000000 UTC,2025-04-11 12:00:00.000000 UTC
800789,"Will Bitcoin dip to $75,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,2145764.058307,2025-12-02 20:20:25.000000 UTC,2026-01-01 05:00:00.000000 UTC
1082809,"Will Bitcoin dip to $65,000 in January?",What price will Bitcoin hit in January?,2135347.553775,2026-01-01 19:17:54.000000 UTC,2026-02-01 05:00:00.000000 UTC
574227,Bitcoin above $117000 on August 15?,Bitcoin above ___ on August 15?,2133457.434414,2025-08-08 14:02:40.000000 UTC,2025-08-15 16:00:00.000000 UTC
526094,Will the price of Bitcoin be greater than $88000 on Mar 7?,Bitcoin price on March 7?,2117483.016151,2025-02-28 17:03:40.000000 UTC,2025-03-07 12:00:00.000000 UTC
511526,"Will Bitcoin reach $65,000 in November?",What price will Bitcoin hit in November?,2106236.877369,2024-10-31 19:55:19.000000 UTC,2024-11-30 12:00:00.000000 UTC
1823773,"Will Bitcoin reach $95,000 in April?",What price will Bitcoin hit in April?,2097313.2650379888,2026-04-02 03:40:57.000000 UTC,2026-05-01 04:00:00.000000 UTC
1473082,"Will Bitcoin dip to $40,000 in March?",What price will Bitcoin hit in March?,2089568.5591650037,2026-03-01 05:11:17.000000 UTC,2026-04-01 04:00:00.000000 UTC
619243,"Will the price of Bitcoin be above $110,000 on October 8?",Bitcoin above ___ on October 8?,2088188.300734,2025-10-01 16:00:04.000000 UTC,2025-10-08 16:00:00.000000 UTC
1299706,"Will the price of Bitcoin be above $74,000 on February 6?",Bitcoin above ___ on February 6?,2087599.825991,2026-01-30 17:00:23.000000 UTC,2026-02-06 17:00:00.000000 UTC
1303387,"Will Bitcoin dip to $80,000 in February?",What price will Bitcoin hit in February?,2080615.963562,2026-01-31 02:13:38.000000 UTC,2026-03-01 05:00:00.000000 UTC
584888,Will Bitcoin reach $150K in September?,What price will Bitcoin hit in September?,2075061.250208,2025-09-01 09:40:11.000000 UTC,2025-10-01 04:00:00.000000 UTC
1250168,"Will the price of Bitcoin be above $84,000 on January 30?",Bitcoin above ___ on January 30?,2064263.527378,2026-01-23 17:00:09.000000 UTC,2026-01-30 17:00:00.000000 UTC
659238,"Will Bitcoin reach $130,000 in November?",What price will Bitcoin hit in November?,2055404.312372,2025-11-01 01:10:02.000000 UTC,2025-12-01 05:00:00.000000 UTC
562686,Will Bitcoin reach $140K in July?,What price will Bitcoin hit in July?,2052833.269743,2025-07-11 15:50:44.000000 UTC,2025-08-01 04:00:00.000000 UTC
511581,"Will Bitcoin reach $85,000 in November?",What price will Bitcoin hit in November?,2024970.871317,2024-11-01 14:36:36.000000 UTC,2024-11-30 12:00:00.000000 UTC
1823783,"Will Bitcoin dip to $45,000 in April?",What price will Bitcoin hit in April?,2012196.6333260019,2026-04-02 03:41:05.000000 UTC,2026-05-01 04:00:00.000000 UTC
517085,"Will Bitcoin dip to $90,000 by January 31, 2025?",What price will Bitcoin hit in January?,1979487.224949,2025-01-02 16:51:11.000000 UTC,2025-01-31 12:00:00.000000 UTC
1357099,Will Bitcoin hit $60k or $80k first?,Will Bitcoin hit $60k or $80k first?,1966384.7278529827,2026-02-08 23:46:22.000000 UTC,2027-01-01 05:00:00.000000 UTC
659239,"Will Bitcoin reach $125,000 in November?",What price will Bitcoin hit in November?,1927331.350617,2025-11-01 01:10:03.000000 UTC,2025-12-01 05:00:00.000000 UTC
552841,Bitcoin Up or Down on June 18?,Bitcoin Up or Down on June 18?,1925230.607946,2025-06-16 14:12:06.000000 UTC,2025-06-18 16:00:00.000000 UTC
516866,"Will Bitcoin reach $120,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,1924730.064437,2024-12-30 20:47:51.000000 UTC,2025-12-31 12:00:00.000000 UTC
620793,"Will the price of Bitcoin be above $112,000 on October 10?",Bitcoin above ___ on October 10?,1924330.179731,2025-10-03 16:00:02.000000 UTC,2025-10-10 16:00:00.000000 UTC
521159,"Will Bitcoin reach $120,000 by February 28, 2025?",What price will Bitcoin hit in February?,1923224.420016,2025-01-31 16:51:39.000000 UTC,2025-02-28 12:00:00.000000 UTC
562641,Will the price of Bitcoin be between $117K and $118K on July 18?,Bitcoin price on July 18?,1917561.206811,2025-07-11 11:25:17.000000 UTC,2025-07-18 16:00:00.000000 UTC
512396,"Bitcoin above $76,000 on November 15?","Bitcoin above $76,000 on November 15?",1912596.79054,2024-11-08 18:45:54.000000 UTC,2024-11-15 12:00:00.000000 UTC
701503,"Will Bitcoin dip to $35,000 by December 31, 2026?",What price will Bitcoin hit in 2026?,1899658.0446790012,2025-11-24 18:55:16.000000 UTC,2027-01-01 05:00:00.000000 UTC
555310,Will the price of Bitcoin be between $104K and $106K on July 1?,Bitcoin price on July 1?,1894672.237636,2025-06-24 13:49:41.000000 UTC,2025-07-01 16:00:00.000000 UTC
516867,"Will Bitcoin reach $110,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,1893687.489381,2024-12-30 20:48:09.000000 UTC,2025-12-31 12:00:00.000000 UTC
571730,Will Bitcoin dip to $111K in August?,What price will Bitcoin hit in August?,1886125.700157,2025-08-04 08:50:09.000000 UTC,2026-04-16 00:21:51.000000 UTC
526659,"Will Bitcoin reach $105,000 again by March 31?",What price will Bitcoin hit by March 31?,1875628.657255,2025-03-03 19:55:21.000000 UTC,2025-03-31 12:00:00.000000 UTC
565927,"Bitcoin above $118,000 on July 28?","Bitcoin above $118,000 on July 28?",1872255.214307,2025-07-21 12:35:45.000000 UTC,2025-07-28 16:00:00.000000 UTC
1823777,"Will Bitcoin reach $75,000 in April?",What price will Bitcoin hit in April?,1861729.2343380048,2026-04-02 03:41:00.000000 UTC,2026-05-01 04:00:00.000000 UTC
1199177,"Will the price of Bitcoin be above $90,000 on January 23?",Bitcoin above ___ on January 23?,1852553.332581,2026-01-16 17:00:13.000000 UTC,2026-01-23 17:00:00.000000 UTC
1285818,"Will the price of Bitcoin be above $80,000 on February 4?",Bitcoin above ___ on February 4?,1836178.80395,2026-01-28 17:00:13.000000 UTC,2026-02-04 17:00:00.000000 UTC
534183,Will the price of Bitcoin be between $78000 and $80000 on Apr 11?,Bitcoin price on April 11?,1830262.496742,2025-04-04 17:20:35.000000 UTC,2025-04-11 12:00:00.000000 UTC
1823788,"Will Bitcoin dip to $20,000 in April?",What price will Bitcoin hit in April?,1818738.8251680275,2026-04-02 03:41:09.000000 UTC,2026-05-01 04:00:00.000000 UTC
1823781,"Will Bitcoin dip to $55,000 in April?",What price will Bitcoin hit in April?,1816507.809711996,2026-04-02 03:41:04.000000 UTC,2026-05-01 04:00:00.000000 UTC
548374,Bitcoin Up or Down on June 2?,Bitcoin Up or Down on June 2?,1811017.17775,2025-05-30 08:21:58.000000 UTC,2025-06-02 12:00:00.000000 UTC
1473069,"Will Bitcoin reach $70,000 in March?",What price will Bitcoin hit in March?,1801388.198608,2026-03-01 05:11:12.000000 UTC,2026-04-01 04:00:00.000000 UTC
1823772,"Will Bitcoin reach $100,000 in April?",What price will Bitcoin hit in April?,1798147.0873610149,2026-04-02 03:40:56.000000 UTC,2026-05-01 04:00:00.000000 UTC
1259193,"Will the price of Bitcoin be above $80,000 on January 31?",Bitcoin above ___ on January 31?,1794076.715772,2026-01-24 17:00:13.000000 UTC,2026-01-31 17:00:00.000000 UTC
