event_title,question,volume,created_at,end_date,closed
Champions League Final: Exact Score ,Will PSG win 3-0?,10355.292956,2025-05-30 21:53:50.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Champions League Final: Total Goals Scored,Will three total goals be scored in regulation time?,10158.503656,2025-05-30 19:33:11.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Marseille finish first in UCL league phase?,9995.362554,2025-09-17 20:22:22.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
UEFA Champions League: Team to reach final,Will Sporting CP reach the UEFA Champions League final?,9907.1153490000015,2026-03-05 19:46:18.000000 UTC,2026-05-07 00:00:00.000000 UTC,1
Champions League Winner,Will RB Leipzig win the 2023-24 Champions League?,9896.283809,2024-01-30 18:52:12.000000 UTC,2024-05-30 00:00:00.000000 UTC,1
Champions League: Man City vs Real Madrid,Champions League: Man City vs Real Madrid,9824.992802,2024-04-08 21:51:01.000000 UTC,2024-04-17 12:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Napoli finish first in UCL league phase?,9535.022451,2025-09-17 20:22:19.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will Marseille advance to the round of 16?,9220.634915,2025-09-17 20:26:43.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Will Juventus or Chelsea win their Champions League match on September 29?,Will Juventus or Chelsea win their Champions League match on September 29?,8873.444455,2021-09-21 16:22:52.000000 UTC,2021-09-29 00:00:00.000000 UTC,1
UEFA Champions League: Team to reach final,Will Real Madrid reach the UEFA Champions League final?,8824.7377850000012,2026-03-05 19:46:19.000000 UTC,2026-05-07 00:00:00.000000 UTC,1
Champions League Final: Goal Scorers,Will Désiré Doué score a goal in the 2025 Champions League Final?,8240.680582,2025-05-21 06:30:04.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Will Juventus or Zenit St. Petersburg win their Champions League match on October 20th?,Will Juventus or Zenit St. Petersburg win their Champions League match on October 20th?,8176.041199,2021-10-19 16:40:32.000000 UTC,2021-10-20 00:00:00.000000 UTC,1
Champions League Final: Total Goals Scored,Will six total goals be scored in regulation time?,8065.487803,2025-05-30 19:33:12.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
UEFA Champions League: Will there be 3 or more goals in the Liverpool v. Atletico game on November 3?,UEFA Champions League: Will there be 3 or more goals in the Liverpool v. Atletico game on November 3?,7847.131865,2021-11-03 14:51:34.000000 UTC,2021-11-03 00:00:00.000000 UTC,1
Which EPL team will qualify for the 2025-26 Champions League?,Will Man City qualify for the 2025–26 UEFA Champions League?,7597.536081,2025-05-05 23:18:01.000000 UTC,2025-05-25 12:00:00.000000 UTC,1
UEFA Champions League: Home country of champion,Will a team from Norway be the 2026 Champions League winner?,7443.2742140000009,2026-03-05 20:46:42.000000 UTC,2026-06-13 00:00:00.000000 UTC,1
EPL: Team to qualify for UEFA Champions League,Will Crystal Palace qualify for the League Phase of the 2026-27 UEFA Champions League?,7426.21,2026-03-30 22:58:52.000000 UTC,2026-09-01 00:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Benfica finish first in UCL league phase?,7383.452664,2025-09-17 20:22:21.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
EPL: Team to qualify for UEFA Champions League,Will Everton qualify for the League Phase of the 2026-27 UEFA Champions League?,7315.092214,2026-03-30 22:58:52.000000 UTC,2026-09-01 00:00:00.000000 UTC,0
Will Real Madrid or Inter Milan win their Champions League match on September 15?,Will Real Madrid or Inter Milan win their Champions League match on September 15?,7232.437594,2021-09-13 17:30:01.000000 UTC,2021-09-15 00:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will PSV Eindhoven advance to the round of 16?,7169.723286,2025-09-17 20:26:44.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
UEFA Champions League: Top Scorer,Will Marcos Rashford be the 2025/2026 top UCL goal scorer?,7159.4021719999992,2025-09-17 18:44:44.000000 UTC,2026-05-30 00:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Ajax finish first in UCL league phase?,7151.758832,2025-09-17 20:22:11.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will Tottenham Hotspur advance to the round of 16?,7025.035231,2025-09-17 20:26:28.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
UEFA Champions League: Top Scorer,Will Liam Delap be the 2025/2026 top UCL goal scorer?,6994.426,2025-09-17 18:44:43.000000 UTC,2026-05-30 00:00:00.000000 UTC,1
Champions League Final: Total Goals Scored,Will seven total goals be scored in regulation time?,6922.733375,2025-05-30 19:33:13.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
UEFA Champions League: Most Assists,Will Hans Vanaken record the most assists in the 2025-26 UEFA Champions League?,6889.631577,2026-02-20 00:51:31.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
UEFA Champions League: Most Player of the Match Awards,Will Gelson Martins record the most Player of the Match awards during the 2025 UEFA Champions League?,6716.9754,2026-02-19 22:06:10.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
Which EPL team will qualify for the 2025-26 Champions League?,Will Nottingham Forest qualify for the 2025–26 UEFA Champions League?,6671.455237,2025-05-05 23:18:02.000000 UTC,2025-05-25 12:00:00.000000 UTC,1
Champions League Final: Total Goals Scored,Will four total goals be scored in regulation time?,6567.786192,2025-05-30 19:33:11.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Champions League Final: Total Goals Scored,Will two total goals be scored in regulation time?,6541.916146,2025-05-30 19:33:10.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Sporting CP finish first in UCL league phase?,6491.88874,2025-09-17 20:22:21.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League Final: Total Goals Scored,Will eight or more total goals be scored in regulation time?,6427.04623,2025-05-30 21:17:14.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
UEFA Champions League: Will Manchester Utd or Atletico qualify to the quarterfinals?,UEFA Champions League: Will Manchester Utd or Atletico qualify to the quarterfinals?,6381.865092,2022-02-23 18:30:03.000000 UTC,2022-03-15 00:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Eintracht Frankfurt finish first in UCL league phase?,6331.6745,2025-09-17 20:22:16.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
UEFA Champions League: Home country of champion,Will a team from France be the 2026 Champions League winner?,6131.4644270000008,2026-03-05 20:46:40.000000 UTC,2026-06-13 00:00:00.000000 UTC,0
Champions League: League Phase Winner,Will Copenhagen finish first in UCL league phase?,6129.4485,2025-09-17 20:22:15.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League: Dortmund vs Atletico Madrid,Will Atletico Madrid win?,6091.646579,2024-04-12 23:35:15.000000 UTC,2024-04-16 12:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Union Saint-Gilloise finish first in UCL league phase?,6006.870388,2025-09-17 20:22:05.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
UEFA Champions League: Who will win the Villareal CF v. Manchester United game on November 23?,UEFA Champions League: Who will win the Villareal CF v. Manchester United game on November 23?,5877.38603,2021-11-22 15:20:56.000000 UTC,2021-11-23 00:00:00.000000 UTC,1
UEFA Champions League: Top Scorer,Will Jonathan David be the 2025/2026 top UCL goal scorer?,5679.563,2025-09-17 18:44:37.000000 UTC,2026-05-30 00:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will Union Saint-Gilloise advance to the round of 16?,5493.162073,2025-09-17 20:26:26.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will Sporting CP advance to the round of 16?,5438.025844,2025-09-17 20:26:42.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League Final: Total Goals Scored,Will five total goals be scored in regulation time?,5307.97089,2025-05-30 19:33:12.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Champions League Final: Goal Scorers,Will Khvicha Kvaratskhelia score a goal in the 2025 Champions League Final?,5259.898649,2025-05-21 06:30:05.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Kairat finish first in UCL league phase?,5191.151666,2025-09-17 20:22:17.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
UEFA Champions League: Top Scorer,Will Lautaro Martinez be the 2025/2026 top UCL goal scorer?,5136.194076,2025-09-17 18:44:37.000000 UTC,2026-05-30 00:00:00.000000 UTC,1
UEFA Champions League: Team to reach final,Will Liverpool reach the UEFA Champions League final?,4949.794036,2026-03-05 19:46:16.000000 UTC,2026-05-07 00:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Monaco finish first in UCL league phase?,4908.7065,2025-09-17 20:22:19.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will Barcelona advance to the round of 16?,4882.129968,2025-09-17 20:26:34.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Alessandro Bastoni be named the Champions League Final man of the match?,4874.096143,2025-05-07 19:09:49.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Pafos finish first in UCL league phase?,4839.034,2025-09-17 20:22:11.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Which teams will reach the Round of 16 of the UEFA Champions League?,Will Benfica advance to the Round of 16 in the 2024-25 UEFA Champions League?,4808.244024,2025-01-28 00:30:28.000000 UTC,2025-02-19 12:00:00.000000 UTC,1
Which teams will reach the Round of 16 of the UEFA Champions League?,Will Aston Villa advance to the Round of 16 in the 2024-25 UEFA Champions League?,4786.793332,2025-01-28 00:30:19.000000 UTC,2025-02-19 12:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Athletic Bilbao finish first in UCL league phase?,4737.199666,2025-09-17 20:22:23.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
UEFA Champions League: Most Player of the Match Awards,Will Marcus Thuram record the most Player of the Match awards during the 2025 UEFA Champions League?,4586.60785,2026-02-19 22:06:02.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
UEFA Champions League: Unbeaten Champion,UEFA Champions League: Unbeaten Champion,4585.8913280000015,2026-02-19 21:40:31.000000 UTC,2026-05-31 00:00:00.000000 UTC,0
Champions League: League Phase Winner,Will Bayer Leverkusen finish first in UCL league phase?,4327.7167,2025-09-17 20:22:13.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Which EPL team will qualify for the 2025-26 Champions League?,Will Chelsea qualify for the 2025–26 UEFA Champions League?,4308.160757,2025-05-05 23:18:01.000000 UTC,2025-05-25 12:00:00.000000 UTC,1
Champions League: League Phase Winner,Will PSV Eindhoven finish first in UCL league phase?,4190.043342,2025-09-17 20:22:22.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League Final: Goal Scorers,Will Achraf Hakimi score a goal in the 2025 Champions League Final?,4175.061612,2025-05-21 06:30:09.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Club Brugge finish first in UCL league phase?,4128.9405,2025-09-17 20:22:15.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will Copenhagen advance to the round of 16?,3977.553194,2025-09-17 20:26:37.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Which EPL team will qualify for the 2025-26 Champions League?,Will Newcastle qualify for the 2025–26 UEFA Champions League?,3852.45953,2025-05-05 23:18:01.000000 UTC,2025-05-25 12:00:00.000000 UTC,1
Champions League: 2023-03-08,Will Bayern beat PSG? (03/08/2023),3814.548761,2023-03-06 21:25:45.000000 UTC,2023-03-07 00:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Federico Dimarco be named the Champions League Final man of the match?,3767.490174,2025-05-07 19:09:47.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League: Dortmund vs Atletico Madrid,Will Borussia Dortmund vs Atlético Madrid be a draw?,3764.571427,2024-04-12 23:37:55.000000 UTC,2024-04-16 12:00:00.000000 UTC,1
UEFA Champions League: Most Goal Contributions,Will Vitinha have the most goal contributions in the 2025-26 Champions League?,3746.18,2026-02-20 01:07:48.000000 UTC,2026-05-31 00:00:00.000000 UTC,0
Champions League: League Phase Winner,Will Bodø/Glimt finish first in UCL league phase?,3706.9025,2025-09-17 20:22:09.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will PSG win 2-1?,3686.495117,2025-05-30 21:53:49.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Will Barcelona or Bayern Munich win their Champions League match on September 14?,Will Barcelona or Bayern Munich win their Champions League match on September 14?,3568.846855,2021-09-13 17:16:01.000000 UTC,2021-09-14 00:00:00.000000 UTC,1
Who will win the ‘21-22 UEFA Champions League?,Will Manchester City win the 2021-22 UEFA Champions League?,3563.255863,2022-01-11 01:11:40.000000 UTC,2022-05-28 00:00:00.000000 UTC,1
UEFA Champions League: Most Red Cards,Will Konrad Laimer record the most red cards in 2025-26 UEFA Champions League?,3514.8098399999994,2026-02-20 00:32:04.000000 UTC,2026-05-31 00:00:00.000000 UTC,0
UEFA Champions League: Top Scorer,Will Serhou Guirassy be the 2025/2026 top UCL goal scorer?,3401.676085,2025-09-17 18:44:34.000000 UTC,2026-05-30 00:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will Ajax advance to the round of 16?,3351.059304,2025-09-17 20:26:32.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will Inter Milan win 3-1?,3324.085452,2025-05-30 21:53:51.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Which teams will reach the Round of 16 of the UEFA Champions League?,Will Inter Milan advance to the Round of 16 in the 2024-25 UEFA Champions League?,3309.957634,2025-01-28 00:30:15.000000 UTC,2025-02-19 12:00:00.000000 UTC,1
Which teams will reach the Round of 16 of the UEFA Champions League?,Will Atletico Madrid advance to the Round of 16 in the 2024-25 UEFA Champions League?,3305.26,2025-01-28 00:30:16.000000 UTC,2025-02-19 12:00:00.000000 UTC,1
Which EPL team will qualify for the 2025-26 Champions League?,Will Liverpool qualify for the 2025–26 UEFA Champions League?,3281.799337,2025-05-05 23:18:00.000000 UTC,2025-05-25 12:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Villarreal finish first in UCL league phase?,3262.4295,2025-09-17 20:22:22.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
UEFA Champions League: Most Cards,Will Konrad Laimer record the most cards in 2025-26 UEFA Champions League?,3208.9500000000003,2026-02-20 00:11:22.000000 UTC,2026-05-31 00:00:00.000000 UTC,0
Champions League Winner,Will Real Madrid win the 2023 Champions League?,3172.551767,2023-02-24 08:52:44.000000 UTC,2023-06-08 00:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Slavia Prague finish first in UCL league phase?,3156.8325,2025-09-17 20:22:10.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League: Barcelona vs PSG,Will Barcelona win? ,3086.307813,2024-04-13 00:02:51.000000 UTC,2024-04-16 12:00:00.000000 UTC,1
Champions League Final: Goal Scorers,Will Lautaro Martínez score a goal in the 2025 Champions League Final?,3065.9584,2025-05-21 06:30:10.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will Villarreal advance to the round of 16?,2965.560659,2025-09-17 20:26:44.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
UEFA Champions League: Most Player of the Match Awards,Will Charles De Ketelaere record the most Player of the Match awards during the 2025 UEFA Champions League?,2950.7,2026-02-19 22:06:07.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will Inter Milan win 2-1?,2908.746634,2025-05-30 21:53:49.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will Inter Milan win 1-0?,2889.687237,2025-05-30 21:53:47.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
UEFA Champions League: Top Scorer,Will Duscan Vlahovic be the 2025/2026 top UCL goal scorer?,2870.2683,2025-09-17 18:44:36.000000 UTC,2026-05-30 00:00:00.000000 UTC,1
Champions League: League Phase Winner,Will Olympiacos finish first in UCL league phase?,2808.916,2025-09-17 20:22:10.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will Manchester City advance to the round of 16?,2802.324773,2025-09-17 20:26:40.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League Final: Goal Scorers,Will Bradley Barcola score a goal in the 2025 Champions League Final?,2766.822565,2025-05-21 06:30:06.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Vitinha be named the Champions League Final man of the match?,2766.552055,2025-05-07 19:09:53.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will PSG win 6-5?,2673.85,2025-05-30 21:54:06.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Marcus Thuram be named the Champions League Final man of the match?,2651.617072,2025-05-07 19:09:46.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Denzel Dumfries be named the Champions League Final man of the match?,2628.420124,2025-05-07 19:09:48.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League (02/21/2023),Will Napoli beat Frankfurt? (02/21/2023),2616.048098,2023-02-14 21:38:39.000000 UTC,2023-02-20 00:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Hakan Çalhanoğlu be named the Champions League Final man of the match?,2575.30098,2025-05-07 19:09:48.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Gianluigi Donnarumma be named the Champions League Final man of the match?,2535.378109,2025-05-07 19:09:52.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Will PSG or Bayern win the second leg of their Champions League quarter-final draw?,Will PSG or Bayern win the second leg of their Champions League quarter-final draw?,2453.091509,2021-04-12 19:55:01.000000 UTC,2021-04-13 00:00:00.000000 UTC,1
UEFA Champions League: Most Goal Contributions,Will Serhou Guirassy have the most goal contributions in the 2025-26 Champions League?,2395.93,2026-02-20 01:07:47.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Nuno Mendes be named the Champions League Final man of the match?,2392.130948,2025-05-07 19:09:54.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Davide Frattesi be named the Champions League Final man of the match?,2381.615632,2025-05-07 19:09:49.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Yann Sommer be named the Champions League Final man of the match?,2380.531444,2025-05-07 19:09:50.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
LaLiga: Team to qualify for UEFA Champions League,Will Villarreal qualify for the League Phase of the 2026-27 UEFA Champions League?,2333.933403,2026-04-02 20:30:15.000000 UTC,2026-09-01 00:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Lautaro Martínez be named the Champions League Final Man of the Match?,2230.726493,2025-05-07 19:09:46.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League: Barcelona vs PSG,Will Barcelona vs PSG be a draw?,2226.368532,2024-04-13 00:04:25.000000 UTC,2024-04-16 12:00:00.000000 UTC,1
UEFA Champions League: Most Yellow Cards,Will Declan Rice record the most yellow cards in 2025-26 UEFA Champions League?,2186.2468229999995,2026-02-20 00:41:09.000000 UTC,2026-05-31 00:00:00.000000 UTC,0
Champions League Final: Exact Score ,Will PSG win 1-0?,2079.802385,2025-05-30 21:53:47.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Champions League Final: Red card issued?,Champions League Final: Red card issued?,2055.006584,2025-05-30 19:56:36.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Which teams will reach the Round of 16 of the UEFA Champions League?,Will Bayer Leverkusen advance to the Round of 16 in the 2024-25 UEFA Champions League?,2042.459016,2025-01-28 00:30:19.000000 UTC,2025-02-19 12:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will Bayern Munich advance to the round of 16?,2021.249214,2025-09-17 20:26:36.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Will Dortmund or Man City win the second leg of their Champions League quarter-final draw?,Will Dortmund or Man City win the second leg of their Champions League quarter-final draw?,2007.673653,2021-04-12 19:55:02.000000 UTC,2021-04-14 00:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Francesco Acerbi be named the Champions League Final man of the match?,2004.646559,2025-05-07 19:09:51.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will Inter Milan win 2-0?,1997.546665,2025-05-30 21:53:48.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Champions League Final: Goal Scorers,Will Marcus Thuram score a goal in the 2025 Champions League Final?,1965.954206,2025-05-21 06:30:10.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will Inter Milan win 5-0?,1927.84357,2025-05-30 21:53:57.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
UEFA Champions League: Most Assists,Will Arda Güler record the most assists in the 2025-26 UEFA Champions League?,1873.145446,2026-02-20 00:51:20.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
Primeira Liga: Team to qualify for UEFA Champions League,Will Porto qualify for the League Phase of the 2026-27 UEFA Champions League?,1860.627,2026-04-02 22:35:56.000000 UTC,2026-06-01 00:00:00.000000 UTC,1
UEFA Champions League: Most Red Cards,Will Lamine Yamal record the most red cards in 2025-26 UEFA Champions League?,1797.1451,2026-02-20 00:32:00.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
EPL: Team to qualify for UEFA Champions League,Will Aston Villa qualify for the League Phase of the 2026-27 UEFA Champions League?,1795.0505409999998,2026-03-30 22:58:50.000000 UTC,2026-09-01 00:00:00.000000 UTC,0
Will Chelsea or Porto win the second leg of their Champions League quarter-final draw?,Will Chelsea or Porto win the second leg of their Champions League quarter-final draw?,1778.038545,2021-04-12 19:50:01.000000 UTC,2021-04-13 00:00:00.000000 UTC,1
Will Liverpool or Real Madrid advance to the semi-final of the Champions League?,Will Liverpool or Real Madrid advance to the semi-final of the Champions League?,1770.654827,2021-04-12 20:30:02.000000 UTC,2021-04-14 00:00:00.000000 UTC,1
UEFA Champions League: Top Scorer (Club),Will Sporting CP score the most goals in 2025-26 UEFA Champions League?,1755.743,2026-02-19 23:14:13.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
UEFA Champions League: Which group E team will qualify to the knockout phase?,UEFA Champions League: Which group E team will qualify to the knockout phase?,1749.516096,2021-12-07 11:34:18.000000 UTC,2021-12-08 00:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will Pafos advance to the round of 16?,1731.520435,2025-09-17 20:26:31.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Who will win the ‘21-22 UEFA Champions League?,Will Bayern Munich win the 2021-22 UEFA Champions League?,1714.386166,2022-01-11 01:12:32.000000 UTC,2022-05-28 00:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Lee Kang-in be named the Champions League Final man of the match?,1668.637782,2025-05-07 19:09:55.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Achraf Hakimi be named the Champions League Final man of the match?,1652.607859,2025-05-07 19:09:52.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League Final: Goal Scorers,Will Federico Dimarco score a goal in the 2025 Champions League Final?,1643.747494,2025-05-21 06:30:14.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will Inter Milan win 5-3?,1635.0,2025-05-30 21:53:59.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will Inter Milan win 5-4?,1635.0,2025-05-30 21:54:00.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will Slavia Prague advance to the round of 16?,1596.185603,2025-09-17 20:26:29.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
UEFA Champions League: Most Player of the Match Awards,Will Marc Cucurella record the most Player of the Match awards during the 2025 UEFA Champions League?,1590.8529,2026-02-19 22:06:05.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
Champions League Final: Goal Scorers,Will Denzel Dumfries score a goal in the 2025 Champions League Final?,1590.447158,2025-05-21 06:30:12.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League: 2023-03-08,Will Tottenham beat Milan? (03/08/2023),1538.518435,2023-03-06 21:25:45.000000 UTC,2023-03-07 00:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Gonçalo Ramos be named the Champions League Final man of the match?,1531.983807,2025-05-07 19:09:54.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will Inter Milan win 4-1?,1522.857141,2025-05-30 21:53:54.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will Inter Milan win 4-0?,1507.85,2025-05-30 21:53:53.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
UEFA Champions League: Most Goal Contributions,Will Dominik Szoboszlai have the most goal contributions in the 2025-26 Champions League?,1481.950255,2026-02-20 01:07:44.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will Athletic Bilbao advance to the round of 16?,1479.719578,2025-09-17 20:26:45.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Marquinhos be named the Champions League Final man of the match?,1472.921972,2025-05-07 19:09:53.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
UEFA Champions League: Which group B team will qualify to the knockout phase?,UEFA Champions League: Which group B team will qualify to the knockout phase?,1427.760486,2021-12-07 11:30:30.000000 UTC,2021-12-07 00:00:00.000000 UTC,1
Champions League (02/21/2023),Will Liverpool beat Real Madrid? (02/21/2023),1424.049388,2023-02-14 21:38:39.000000 UTC,2023-02-20 00:00:00.000000 UTC,1
UEFA Champions League: Most Goal Contributions,Will Fermin López have the most goal contributions in the 2025-26 Champions League?,1405.656142,2026-02-20 01:07:45.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
Champions League: Which teams advance to round of 16?,Will Eintracht Frankfurt advance to the round of 16?,1394.230835,2025-09-17 20:26:37.000000 UTC,2025-12-31 00:00:00.000000 UTC,1
Champions League Final: Man of the Match,Will Nicolò Barella be named the Champions League Final man of the match?,1393.677423,2025-05-07 19:09:47.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
Will Liverpool or Real Madrid win the second leg of their Champions League quarter-final draw?,Will Liverpool or Real Madrid win the second leg of their Champions League quarter-final draw?,1392.705805,2021-04-12 19:55:01.000000 UTC,2021-04-14 00:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will PSG win 2-0?,1387.155855,2025-05-30 21:53:48.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
UEFA Champions League: Most Assists,Will Lamine Yamal record the most assists in the 2025-26 UEFA Champions League?,1377.0283059999997,2026-02-20 00:51:27.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
Champions League Final: Goal Scorers,Will Marko Arnautović score a goal in the 2025 Champions League Final?,1366.460975,2025-05-21 06:30:15.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals,T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Who wins the toss?,1350.7340000000002,2026-04-15 16:02:12.000000 UTC,2026-04-22 23:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will PSG win 6-1?,1336.001,2025-05-30 21:54:02.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
