event_title,question,volume,created_at,end_date,tipo_alerta
Dubai Tennis Championships: Felix Auger-Aliassime vs Jiri Lehecka,Dubai Tennis Championships: Felix Auger-Aliassime vs Jiri Lehecka,448005.398889,2026-02-25 17:00:19.000000 UTC,2026-03-05 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Pablo Carreno Busta vs Jiri Lehecka,Dubai Tennis Championships: Pablo Carreno Busta vs Jiri Lehecka,446101.645447,2026-02-24 17:00:44.000000 UTC,2026-03-04 11:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
UEFA Champions League: Team to advance to semis,Will Bayern München reach the UEFA Champions League semifinal?,445465.1573460002,2026-03-09 18:03:43.000000 UTC,2026-05-07 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
US Men's Clay Court Championships: Alexei Popyrin vs Frances Tiafoe,US Men's Clay Court Championships: Alexei Popyrin vs Frances Tiafoe,441023.89751699881,2026-04-03 10:00:05.000000 UTC,2026-04-10 23:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Iva Jovic vs Diana Shnaider,Dubai Duty Free Tennis Championships: Iva Jovic vs Diana Shnaider,432379.643637,2026-02-16 11:00:10.000000 UTC,2026-02-24 06:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Arthur Fils vs Jiri Lehecka,Dubai Tennis Championships: Arthur Fils vs Jiri Lehecka,429686.032526,2026-02-21 17:00:13.000000 UTC,2026-03-02 07:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Jenson Brooksby vs Karen Khachanov,Dubai Tennis Championships: Jenson Brooksby vs Karen Khachanov,428392.436434,2026-02-24 17:00:21.000000 UTC,2026-03-04 10:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League Top Scorer,Will Michael Olise be the top Champions League scorer?,427341.212844,2025-02-24 18:49:07.000000 UTC,2025-05-31 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Tallon Griekspoor vs Alexander Bublik,Dubai Tennis Championships: Tallon Griekspoor vs Alexander Bublik,425844.025472,2026-02-24 17:00:38.000000 UTC,2026-03-04 13:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Jonathan Jaffe win the 2025 National Heads-Up Poker Championship?,406455.47157,2025-08-03 16:21:29.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Liv Boeree win the 2025 National Heads-Up Poker Championship?,401986.81808,2025-08-03 16:20:46.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Garrett Adelstein win the 2025 National Heads-Up Poker Championship?,400349.053605,2025-08-03 16:21:08.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Felix Auger-Aliassime vs Zhizhen Zhang,Dubai Tennis Championships: Felix Auger-Aliassime vs Zhizhen Zhang,396234.459464,2026-02-21 17:00:08.000000 UTC,2026-03-02 07:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Phil Galfond win the 2025 National Heads-Up Poker Championship?,391019.596814,2025-08-03 16:20:50.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Elena Rybakina vs Antonia Ruzic,Dubai Duty Free Tennis Championships: Elena Rybakina vs Antonia Ruzic,390348.102574,2026-02-17 17:00:18.000000 UTC,2026-02-25 10:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Alexei Popyrin vs Kamil Majchrzak,Dubai Tennis Championships: Alexei Popyrin vs Kamil Majchrzak,389053.099608,2026-02-21 17:00:21.000000 UTC,2026-03-02 07:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Alexander Shevchenko vs Karen Khachanov,Dubai Tennis Championships: Alexander Shevchenko vs Karen Khachanov,383120.925037,2026-02-22 17:00:15.000000 UTC,2026-03-03 07:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Antonia Ruzic vs Elina Svitolina,Dubai Duty Free Tennis Championships: Antonia Ruzic vs Elina Svitolina,379481.111495,2026-02-18 17:00:08.000000 UTC,2026-02-26 16:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League: Arsenal vs. PSG (To Advance),Champions League: Arsenal vs. PSG (To Advance),374284.848313,2025-04-17 08:21:06.000000 UTC,2025-05-08 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
ACC Championship Game Winner,Will Wake Forest win the 2025 ACC Conference Championship Game?,371726.780306,2025-07-03 17:25:35.000000 UTC,2025-12-07 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Arthur Rinderknech vs Jack Draper,Dubai Tennis Championships: Arthur Rinderknech vs Jack Draper,370410.405235,2026-02-24 17:00:19.000000 UTC,2026-03-04 16:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Dan 'Jungleman' Cates win the 2025 National Heads-Up Poker Championship?,368778.040112,2025-08-03 16:21:03.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
US Men's Clay Court Championships: Jack Pinnington Jones vs Zhizhen Zhang,US Men's Clay Court Championships: Jack Pinnington Jones vs Zhizhen Zhang,364842.516795,2026-03-29 22:00:03.000000 UTC,2026-04-06 20:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
PGA TOUR FedEx St. Jude Championship – Winner ,Will Scottie Scheffler win the 2025 FedEx St. Jude Championship?,364778.277204,2025-08-03 22:05:16.000000 UTC,2025-08-11 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
UEFA Champions League: Team to advance to semis,Will Paris Saint-Germain (PSG) reach the UEFA Champions League semifinal?,363850.2735199997,2026-03-09 18:03:48.000000 UTC,2026-05-07 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Alexandra Eala vs Jasmine Paolini,Dubai Duty Free Tennis Championships: Alexandra Eala vs Jasmine Paolini,349183.161736,2026-02-15 17:00:25.000000 UTC,2026-02-24 06:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Which teams will reach the Round of 16 of the UEFA Champions League?,Will Paris Saint-Germain advance to the Round of 16 in the 2024-25 UEFA Champions League?,349076.33443,2025-01-28 00:30:28.000000 UTC,2025-02-19 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Stephen Chidwick win the 2025 National Heads-Up Poker Championship?,345314.800057,2025-08-03 16:21:10.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
UEFA Champions League Winner ,Will Nice win the 2025–26 Champions League?,344379.00715,2025-07-21 20:58:53.000000 UTC,2026-05-31 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
US Men's Clay Court Championships: Rinky Hijikata vs Frances Tiafoe,US Men's Clay Court Championships: Rinky Hijikata vs Frances Tiafoe,342516.02009899984,2026-04-01 16:00:05.000000 UTC,2026-04-09 15:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
PDC World Darts Championship Winner,Will Gian van Veen win the PDC World Darts Championship?,340594.055468,2025-11-24 16:25:45.000000 UTC,2026-01-03 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
UEFA Champions League: Team to reach quarter-finals,Will Real Madrid reach the UEFA Champions League quarter-finals?,339439.945852,2026-03-10 17:07:21.000000 UTC,2026-04-16 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Felix Auger-Aliassime vs Giovanni Mpetshi Perricard,Dubai Tennis Championships: Felix Auger-Aliassime vs Giovanni Mpetshi Perricard,338650.582019,2026-02-23 23:00:18.000000 UTC,2026-03-04 07:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Sorana Cirstea vs Alexandra Eala,Dubai Duty Free Tennis Championships: Sorana Cirstea vs Alexandra Eala,338097.30674,2026-02-17 23:00:05.000000 UTC,2026-02-25 16:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Shaun Deeb win the 2025 National Heads-Up Poker Championship?,335507.515986,2025-08-03 16:20:51.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
UEFA Champions League Winner ,Will Feyenoord win the 2025–26 Champions League?,331062.991655,2025-07-21 20:58:54.000000 UTC,2026-05-31 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Otto Virtanen vs Tallon Griekspoor,Dubai Tennis Championships: Otto Virtanen vs Tallon Griekspoor,329280.354747,2026-02-22 17:00:17.000000 UTC,2026-03-03 07:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
PGA TOUR BMW Championship Winner ,Will Robert MacIntyre win the 2025 BMW Championship?,329084.178253,2025-08-10 23:15:37.000000 UTC,2025-08-18 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League Top Scorer,Will Lautaro Martinez be the top Champions League scorer?,328679.456817,2025-02-24 18:49:05.000000 UTC,2025-05-31 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
"Dubai Tennis Championships, Qualification: Pablo Carreno Busta vs Luca Nardi","Dubai Tennis Championships, Qualification: Pablo Carreno Busta vs Luca Nardi",326630.722999,2026-02-21 11:00:13.000000 UTC,2026-03-01 07:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Counter-Strike: BESTIA vs B8 (BO3) - Parken Challenger Championship Playoffs,Counter-Strike: BESTIA vs B8 (BO3) - Parken Challenger Championship Playoffs,325494.79689599993,2026-04-02 16:50:03.000000 UTC,2026-04-02 23:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
World Test Championship: India vs South Africa (Game 2),Will South Africa win?,325304.775554,2025-11-15 05:00:03.000000 UTC,2025-11-29 03:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Esther Taylor win the 2025 National Heads-Up Poker Championship?,320587.058,2025-08-03 16:21:22.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Leylah Fernandez vs Janice Tjen,Dubai Duty Free Tennis Championships: Leylah Fernandez vs Janice Tjen,317727.326906,2026-02-15 17:00:08.000000 UTC,2026-02-23 10:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
NFL Conference Championships,NFL: Will the Rams beat the 49ers by more than 3.5 points in their January 30 matchup?,317653.157001,2022-01-29 18:41:27.000000 UTC,2022-02-06 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Hellenic Championship: Mackenzie McDonald vs Tomas Etcheverry,Hellenic Championship: Mackenzie McDonald vs Tomas Etcheverry,315874.794812,2025-11-02 23:00:04.000000 UTC,2025-11-11 08:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
"US Men's Clay Court Championships, Qualification: Federico Agustin Gomez vs Clement Tabur","US Men's Clay Court Championships, Qualification: Federico Agustin Gomez vs Clement Tabur",314397.42361200042,2026-03-28 22:00:17.000000 UTC,2026-04-05 16:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Igor Kurganov win the 2025 National Heads-Up Poker Championship?,313593.182805,2025-08-03 16:21:05.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Andrew Robl win the 2025 National Heads-Up Poker Championship?,312981.219862,2025-08-03 16:20:57.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
UEFA Champions League: Top Scorer,Will Mohamed Salah be the 2025/2026 top UCL goal scorer?,312724.20011700009,2025-09-17 18:44:31.000000 UTC,2026-05-30 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Dylan Flashner win the 2025 National Heads-Up Poker Championship?,297426.202163,2025-08-03 16:21:21.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
World Test Championship: Australia vs England (Game 1),Will Australia win?,294696.386586,2025-11-14 05:00:02.000000 UTC,2025-11-28 02:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Hellenic Championship: Stan Wawrinka vs Lorenzo Musetti,Hellenic Championship: Stan Wawrinka vs Lorenzo Musetti,291322.768939,2025-11-03 23:00:02.000000 UTC,2025-11-12 08:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Richard Seymour win the 2025 National Heads-Up Poker Championship?,288733.007334,2025-08-03 16:20:47.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Counter-Strike: BESTIA vs 3DMAX (BO3) - Parken Challenger Championship Playoffs,Counter-Strike: BESTIA vs 3DMAX (BO3) - Parken Challenger Championship Playoffs,284476.81761599943,2026-04-01 19:40:03.000000 UTC,2026-04-02 17:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
"US Men's Clay Court Championships, Qualification: Alex Bolt vs Andres Andrade","US Men's Clay Court Championships, Qualification: Alex Bolt vs Andres Andrade",284042.00404499983,2026-03-29 04:00:03.000000 UTC,2026-04-05 17:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Which EPL team will qualify for the 2025-26 Champions League?,Will Tottenham Hotspur qualify for the 2025–26 UEFA Champions League?,281138.330376,2025-05-06 23:41:05.000000 UTC,2025-05-25 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
"US Men's Clay Court Championships, Qualification: Jack Pinnington Jones vs Darwin Blanch","US Men's Clay Court Championships, Qualification: Jack Pinnington Jones vs Darwin Blanch",281009.27154100017,2026-03-28 22:00:03.000000 UTC,2026-04-05 16:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Speed Chess Championship Winner 2024,Will Magnus Carlsen win the Speed Chess Championship?,277816.95441,2024-08-09 17:23:31.000000 UTC,2024-09-08 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 FIDE World Blitz Championship Winner,Will Magnus Carlsen win the 2025 FIDE World Blitz Open Championship?,277453.272807,2025-12-06 01:05:49.000000 UTC,2025-12-30 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Hanks win the 2025 National Heads-Up Poker Championship?,273987.120023,2025-08-03 16:21:23.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League Round of 16: Which team will advance?,Will PSV Eindhoven or Arsenal advance in the UCL Round of 16?,271063.681899,2025-02-21 19:37:52.000000 UTC,2025-03-12 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Ren Lin win the 2025 National Heads-Up Poker Championship?,270812.505496,2025-08-03 16:21:27.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League Top Scorer,Will Rodrygo be the top Champions League scorer?,261983.763138,2025-02-24 18:49:10.000000 UTC,2025-05-31 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
PGA TOUR BMW Championship Winner ,Will Cameron Young win the 2025 BMW Championship?,261356.707732,2025-08-10 23:15:30.000000 UTC,2025-08-18 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Ugo Humbert vs Stefanos Tsitsipas,Dubai Tennis Championships: Ugo Humbert vs Stefanos Tsitsipas,260006.964364,2026-02-21 17:00:18.000000 UTC,2026-03-02 07:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Pablo Carreno Busta vs Denis Shapovalov,Dubai Tennis Championships: Pablo Carreno Busta vs Denis Shapovalov,257056.960731,2026-02-22 17:00:12.000000 UTC,2026-03-03 07:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Moez Echargui vs Giovanni Mpetshi Perricard,Dubai Tennis Championships: Moez Echargui vs Giovanni Mpetshi Perricard,256111.405196,2026-02-22 17:00:08.000000 UTC,2026-03-02 10:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Charlie Hook win the 2025 National Heads-Up Poker Championship?,254423.57944,2025-08-03 16:21:04.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Stan Wawrinka vs Benjamin Hassan,Dubai Tennis Championships: Stan Wawrinka vs Benjamin Hassan,254226.610758,2026-02-21 17:00:15.000000 UTC,2026-03-02 07:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Marius Gierse win the 2025 National Heads-Up Poker Championship?,254123.720746,2025-08-03 16:21:20.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Bryce Hall win the 2025 National Heads-Up Poker Championship?,253203.5102,2025-08-03 16:20:47.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
World Test Championship: Australia vs England (Game 3),Will Australia win?,253171.620594,2025-12-12 15:33:48.000000 UTC,2025-12-23 23:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Quentin Halys vs Jack Draper,Dubai Tennis Championships: Quentin Halys vs Jack Draper,248873.371838,2026-02-22 17:00:10.000000 UTC,2026-03-02 16:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Varvara Gracheva vs Rebecca Sramkova,Dubai Duty Free Tennis Championships: Varvara Gracheva vs Rebecca Sramkova,247136.195651,2026-02-14 17:00:25.000000 UTC,2026-02-22 06:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Antonia Ruzic vs Emma Raducanu,Dubai Duty Free Tennis Championships: Antonia Ruzic vs Emma Raducanu,245956.225975,2026-02-16 11:00:06.000000 UTC,2026-02-23 13:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
World Test Championship: India vs South Africa (Game 1),Will India win?,245553.6783,2025-11-07 05:00:02.000000 UTC,2025-11-21 04:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
US Men's Clay Court Championships: Alex Bolt vs Yibing Wu,US Men's Clay Court Championships: Alex Bolt vs Yibing Wu,238607.05427100009,2026-03-29 22:00:04.000000 UTC,2026-04-06 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
US Men's Clay Court Championships: Learner Tien vs Roman Andres Burruchaga,US Men's Clay Court Championships: Learner Tien vs Roman Andres Burruchaga,237496.67920599971,2026-04-03 04:00:05.000000 UTC,2026-04-10 17:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Jesse Lonis win the 2025 National Heads-Up Poker Championship?,235404.781243,2025-08-03 16:21:18.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Xuan Liu win the 2025 National Heads-Up Poker Championship?,233446.158242,2025-08-03 16:21:05.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League: League Phase Winner,Will Qarabağ finish first in UCL league phase?,232453.579368,2025-09-17 20:22:07.000000 UTC,2025-12-31 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Jakub Mensik vs Hubert Hurkacz,Dubai Tennis Championships: Jakub Mensik vs Hubert Hurkacz,232037.212035,2026-02-21 17:00:20.000000 UTC,2026-03-02 07:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
US Men's Clay Court Championships: Nishesh Basavareddy vs Liam Draxl,US Men's Clay Court Championships: Nishesh Basavareddy vs Liam Draxl,230837.01729200047,2026-03-29 22:00:07.000000 UTC,2026-04-07 15:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Zizou Bergs vs Jenson Brooksby,Dubai Tennis Championships: Zizou Bergs vs Jenson Brooksby,228776.107888,2026-02-21 17:00:16.000000 UTC,2026-03-02 07:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
F1 Constructor's Championship: 2nd Place,Will Ferrari finish second in the 2025 Constructors' Championship?,227837.85728,2025-04-22 21:15:29.000000 UTC,2025-12-07 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Jelena Ostapenko vs Anna Kalinskaya,Dubai Duty Free Tennis Championships: Jelena Ostapenko vs Anna Kalinskaya,227792.76032,2026-02-14 17:00:08.000000 UTC,2026-02-22 06:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League Final: Goal Scorers,Will Ousmane Dembélé score a goal in the 2025 Champions League Final?,227105.331361,2025-05-21 06:30:03.000000 UTC,2025-05-31 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Speed Chess Championship 2025–2026 Winner,Will Alireza Firouzja win the 2025–2026 Speed Chess Championship?,227044.995179,2025-10-29 21:40:38.000000 UTC,2026-02-09 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Counter-Strike: B8 vs 3DMAX (BO3) - Parken Challenger Championship Playoffs,Counter-Strike: B8 vs 3DMAX (BO3) - Parken Challenger Championship Playoffs,224943.53140300009,2026-04-02 13:50:03.000000 UTC,2026-04-02 20:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Tennis Championships: Daniil Medvedev vs Juncheng Shang,Dubai Tennis Championships: Daniil Medvedev vs Juncheng Shang,224915.94286,2026-02-21 17:00:14.000000 UTC,2026-03-02 07:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Hellenic Championship: Novak Djokovic vs Yannick Hanfmann,Hellenic Championship: Novak Djokovic vs Yannick Hanfmann,222718.266039,2025-11-06 23:00:01.000000 UTC,2025-11-14 15:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
UEFA Champions League: Team to advance to semis,Will Barcelona reach the UEFA Champions League semifinal?,222276.98162099996,2026-03-09 18:03:46.000000 UTC,2026-05-07 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
UEFA Champions League: Team to advance to semis,Will Real Madrid reach the UEFA Champions League semifinal?,221659.95807299996,2026-03-09 18:03:48.000000 UTC,2026-05-07 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Hellenic Championship: Alexandre Muller vs Tomas Etcheverry,Hellenic Championship: Alexandre Muller vs Tomas Etcheverry,220255.98398,2025-11-04 17:00:06.000000 UTC,2025-11-12 08:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Hellenic Championship: Alexandre Muller vs Jan-Lennard Struff,Hellenic Championship: Alexandre Muller vs Jan-Lennard Struff,219176.917712,2025-11-02 23:00:02.000000 UTC,2025-11-10 17:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
PGA Tour: Cadillac Championship Winner,Will Scottie Scheffler win the 2026 Cadillac Championship?,218651.05303799995,2026-04-27 16:00:14.000000 UTC,2026-05-03 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,"Will ""Nick Wright"" win the 2025 National Heads-Up Poker Championship?",217957.0752,2025-08-03 16:20:52.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Liudmila Samsonova vs Leylah Fernandez,Dubai Duty Free Tennis Championships: Liudmila Samsonova vs Leylah Fernandez,217796.511675,2026-02-14 17:00:16.000000 UTC,2026-02-22 06:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
US Men's Clay Court Championships: Tomas Etcheverry vs Alex Bolt,US Men's Clay Court Championships: Tomas Etcheverry vs Alex Bolt,215620.7206030002,2026-03-31 22:00:06.000000 UTC,2026-04-08 15:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Speed Chess Championship Winner 2024,Will Alireza Firouzja win the Speed Chess Championship?,214017.270617,2024-08-09 17:22:05.000000 UTC,2024-09-08 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
US Men's Clay Court Championships: Tomas Etcheverry vs Tommy Paul,US Men's Clay Court Championships: Tomas Etcheverry vs Tommy Paul,212471.72715300039,2026-04-02 04:00:12.000000 UTC,2026-04-10 16:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 National Heads-Up Poker Championship Winner,Will Matt Salsberg win the 2025 National Heads-Up Poker Championship?,211028.05852,2025-08-03 16:21:28.000000 UTC,2025-12-31 22:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
PDC World Championship,Will Luke Littler win the 2024-25 PDC World Championship?,210004.477621,2024-12-06 18:56:58.000000 UTC,2025-01-03 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Hellenic Championship: Miomir Kecmanovic vs Luciano Darderi,Hellenic Championship: Miomir Kecmanovic vs Luciano Darderi,207415.868599,2025-11-03 17:00:03.000000 UTC,2025-11-11 08:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Belinda Bencic vs Elina Svitolina,Dubai Duty Free Tennis Championships: Belinda Bencic vs Elina Svitolina,207399.547002,2026-02-17 17:00:13.000000 UTC,2026-02-25 13:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Champions League Winner,Will Real Madrid win the 2023-24 Champions League?,207108.720928,2024-01-30 18:52:12.000000 UTC,2024-05-30 00:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Belinda Bencic vs Jessica Bouzas Maneiro,Dubai Duty Free Tennis Championships: Belinda Bencic vs Jessica Bouzas Maneiro,205498.20491,2026-02-14 17:00:05.000000 UTC,2026-02-22 06:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
2025 Open Championship Winner,Will Rory McIlroy win The 2025 Open Championship?,204303.884404,2025-02-26 23:56:25.000000 UTC,2025-12-31 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
US Men's Clay Court Championships: Roman Andres Burruchaga vs Adam Walton,US Men's Clay Court Championships: Roman Andres Burruchaga vs Adam Walton,203115.647382,2026-03-28 04:00:13.000000 UTC,2026-04-06 15:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Which EPL team will qualify for the 2025-26 Champions League?,Will Manchester United qualify for the 2025–26 UEFA Champions League?,202935.816319,2025-05-06 23:41:49.000000 UTC,2025-05-25 12:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
Dubai Duty Free Tennis Championships: Ekaterina Alexandrova vs Magda Linette,Dubai Duty Free Tennis Championships: Ekaterina Alexandrova vs Magda Linette,202813.936997,2026-02-15 17:00:24.000000 UTC,2026-02-24 06:00:00.000000 UTC,ALTO_VOLUME_ENCERRADO
"Dubai Tennis Championships, Qualification: Botic van de Zandschulp vs Pablo Carreno Busta","Dubai Tennis Championships, Qualification: Botic van de Zandschulp vs Pablo Carreno Busta",202195.213227,2026-02-20 23:00:06.000000 UTC,2026-02-28 08:30:00.000000 UTC,ALTO_VOLUME_ENCERRADO
